Registry Key,Change Type,Value Name,Value Data,Value Type,Value Data Changed To,Value Type Changed To,Key Modified Time 1,Key Modified Time 2
HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{CEBFF5CD-ACE2-4F4F-9178-9926F41749EA}\Count,Modified Value,Zvpebfbsg.Jvaqbjf.Pbegnan_pj5a1u2gklrjl!PbegnanHV,00 00 00 00 00 00 00 00 04 00 00 00 3F B9 00 00 00 00 80 BF 00 00 80 BF 00 00 80 BF 00 00 80 BF 00 00 80 BF 00 00 80 BF 00 00 80 BF 00 00 80 BF 00 00 80 BF 00 00 80 BF FF FF FF FF 00 00 00 00 00 00 00 00 00 00 00 00 ,REG_BINARY,00 00 00 00 00 00 00 00 04 00 00 00 01 B1 00 00 00 00 80 BF 00 00 80 BF 00 00 80 BF 00 00 80 BF 00 00 80 BF 00 00 80 BF 00 00 80 BF 00 00 80 BF 00 00 80 BF 00 00 80 BF FF FF FF FF 00 00 00 00 00 00 00 00 00 00 00 00 ,REG_BINARY,10/02/2018 05:53:07,10/02/2018 05:43:49
HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{CEBFF5CD-ACE2-4F4F-9178-9926F41749EA}\Count,Modified Value,jvaqbjf.vzzrefvirpbagebycnary_pj5a1u2gklrjl!zvpebfbsg.jvaqbjf.vzzrefvirpbagebycnary,00 00 00 00 03 00 00 00 06 00 00 00 E1 42 0B 00 00 00 80 BF 00 00 80 BF 00 00 80 BF 00 00 80 BF 00 00 80 BF 00 00 80 BF 00 00 80 BF 00 00 80 BF 00 00 80 BF 00 00 80 BF FF FF FF FF 40 5E DF 18 33 A2 D3 01 00 00 00 00 ,REG_BINARY,00 00 00 00 02 00 00 00 04 00 00 00 24 91 0A 00 00 00 80 BF 00 00 80 BF 00 00 80 BF 00 00 80 BF 00 00 80 BF 00 00 80 BF 00 00 80 BF 00 00 80 BF 00 00 80 BF 00 00 80 BF FF FF FF FF E0 5B 2E 4E 2F A2 D3 01 00 00 00 00 ,REG_BINARY,10/02/2018 05:53:07,10/02/2018 05:43:49
HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{CEBFF5CD-ACE2-4F4F-9178-9926F41749EA}\Count,Modified Value,Zvpebfbsg.Jvaqbjf.FuryyRkcrevraprUbfg_pj5a1u2gklrjl!Ncc,00 00 00 00 00 00 00 00 03 00 00 00 98 61 00 00 00 00 80 BF 00 00 80 BF 00 00 80 BF 00 00 80 BF 00 00 80 BF 00 00 80 BF 00 00 80 BF 00 00 80 BF 00 00 80 BF 00 00 80 BF FF FF FF FF 00 00 00 00 00 00 00 00 00 00 00 00 ,REG_BINARY,00 00 00 00 00 00 00 00 02 00 00 00 F9 49 00 00 00 00 80 BF 00 00 80 BF 00 00 80 BF 00 00 80 BF 00 00 80 BF 00 00 80 BF 00 00 80 BF 00 00 80 BF 00 00 80 BF 00 00 80 BF FF FF FF FF 00 00 00 00 00 00 00 00 00 00 00 00 ,REG_BINARY,10/02/2018 05:53:07,10/02/2018 05:43:49
HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{CEBFF5CD-ACE2-4F4F-9178-9926F41749EA}\Count,Modified Value,Zvpebfbsg.Jvaqbjf.Rkcybere,00 00 00 00 08 00 00 00 05 00 00 00 06 35 01 00 00 00 80 BF 00 00 80 BF 00 00 80 BF 00 00 80 BF 00 00 80 BF 00 00 80 BF 00 00 80 BF 00 00 80 BF 00 00 80 BF 00 00 80 BF FF FF FF FF 10 E1 9B 54 33 A2 D3 01 00 00 00 00 ,REG_BINARY,00 00 00 00 06 00 00 00 05 00 00 00 42 A6 00 00 00 00 80 BF 00 00 80 BF 00 00 80 BF 00 00 80 BF 00 00 80 BF 00 00 80 BF 00 00 80 BF 00 00 80 BF 00 00 80 BF 00 00 80 BF FF FF FF FF A0 82 C0 FF 31 A2 D3 01 00 00 00 00 ,REG_BINARY,10/02/2018 05:53:07,10/02/2018 05:43:49
HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{CEBFF5CD-ACE2-4F4F-9178-9926F41749EA}\Count,Added Value,R:\Sversbk Frghc 58.0.2.rkr,00 00 00 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 80 BF 00 00 80 BF 00 00 80 BF 00 00 80 BF 00 00 80 BF 00 00 80 BF 00 00 80 BF 00 00 80 BF 00 00 80 BF 00 00 80 BF FF FF FF FF C0 F2 43 05 32 A2 D3 01 00 00 00 00 ,REG_BINARY,,,10/02/2018 05:53:07,10/02/2018 05:43:49
HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{CEBFF5CD-ACE2-4F4F-9178-9926F41749EA}\Count,Added Value,\\iobkfei\izfuner\Sversbk Frghc 58.0.2.rkr,00 00 00 00 00 00 00 00 01 00 00 00 B9 10 00 00 00 00 80 BF 00 00 80 BF 00 00 80 BF 00 00 80 BF 00 00 80 BF 00 00 80 BF 00 00 80 BF 00 00 80 BF 00 00 80 BF 00 00 80 BF FF FF FF FF 00 00 00 00 00 00 00 00 00 00 00 00 ,REG_BINARY,,,10/02/2018 05:53:07,10/02/2018 05:43:49
HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{CEBFF5CD-ACE2-4F4F-9178-9926F41749EA}\Count,Added Value,308046O0NS4N39PO,00 00 00 00 00 00 00 00 01 00 00 00 39 35 00 00 00 00 80 BF 00 00 80 BF 00 00 80 BF 00 00 80 BF 00 00 80 BF 00 00 80 BF 00 00 80 BF 00 00 80 BF 00 00 80 BF 00 00 80 BF FF FF FF FF 00 00 00 00 00 00 00 00 00 00 00 00 ,REG_BINARY,,,10/02/2018 05:53:07,10/02/2018 05:43:49
HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{F4E57C4B-2036-45F0-A9AB-443BCFE33D9F}\Count,Modified Value,HRZR_PGYFRFFVBA,00 00 00 00 1F 00 00 00 00 00 00 00 1F 00 00 00 09 00 00 00 00 00 00 00 09 00 00 00 7B 00 30 00 31 00 33 00 39 00 44 00 34 00 34 00 45 00 2D 00 36 00 41 00 46 00 45 00 2D 00 34 00 39 00 46 00 32 00 2D 00 38 00 36 00 39 00 30 00 2D 00 33 00 44 00 41 00 46 00 43 00 41 00 45 00 36 00 46 00 46 00 42 00 38 00 7D 00 5C 00 41 00 63 00 63 00 65 00 73 00 73 00 6F 00 72 00 69 00 65 00 73 00 5C 00 53 00 6E 00 69 00 70 00 70 00 69 00 6E 00 67 00 20 00 54 00 6F 00 6F 00 6C 00 2E 00 6C 00 6E 00 6B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 09 00 00 00 00 00 00 00 09 00 00 00 7B 00 30 00 31 00 33 00 39 00 44 00 34 00 34 00 45 00 2D 00 36 00 41 00 46 00 45 00 2D 00 34 00 39 00 46 00 32 00 2D 00 38 00 36 00 39 00 30 00 2D 00 33 00 44 00 41 00 46 00 43 00 41 00 45 00 36 00 46 00 46 00 42 00 38 00 7D 00 5C 00 41 00 63 00 63 00 65 00 73 00 73 00 6F 00 72 00 69 00 65 00 73 00 5C 00 53 00 6E 00 69 00 70 00 70 00 69 00 6E 00 67 00 20 00 54 00 6F 00 6F 00 6C 00 2E 00 6C 00 6E 00 6B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 09 00 00 00 00 00 00 00 09 00 00 00 7B 00 30 00 31 00 33 00 39 00 44 00 34 00 34 00 45 00 2D 00 36 00 41 00 46 00 45 00 2D 00 34 00 39 00 46 00 32 00 2D 00 38 00 36 00 39 00 30 00 2D 00 33 00 44 00 41 00 46 00 43 00 41 00 45 00 36 00 46 00 46 00 42 00 38 00 7D 00 5C 00 41 00 63 00 63 00 65 00 73 00 73 00 6F 00 72 00 69 00 65 00 73 00 5C 00 53 00 6E 00 69 00 70 00 70 00 69 00 6E 00 67 00 20 00 54 00 6F 00 6F 00 6C 00 2E 00 6C 00 6E 00 6B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ,REG_BINARY,00 00 00 00 1D 00 00 00 00 00 00 00 1D 00 00 00 09 00 00 00 00 00 00 00 09 00 00 00 7B 00 30 00 31 00 33 00 39 00 44 00 34 00 34 00 45 00 2D 00 36 00 41 00 46 00 45 00 2D 00 34 00 39 00 46 00 32 00 2D 00 38 00 36 00 39 00 30 00 2D 00 33 00 44 00 41 00 46 00 43 00 41 00 45 00 36 00 46 00 46 00 42 00 38 00 7D 00 5C 00 41 00 63 00 63 00 65 00 73 00 73 00 6F 00 72 00 69 00 65 00 73 00 5C 00 53 00 6E 00 69 00 70 00 70 00 69 00 6E 00 67 00 20 00 54 00 6F 00 6F 00 6C 00 2E 00 6C 00 6E 00 6B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 09 00 00 00 00 00 00 00 09 00 00 00 7B 00 30 00 31 00 33 00 39 00 44 00 34 00 34 00 45 00 2D 00 36 00 41 00 46 00 45 00 2D 00 34 00 39 00 46 00 32 00 2D 00 38 00 36 00 39 00 30 00 2D 00 33 00 44 00 41 00 46 00 43 00 41 00 45 00 36 00 46 00 46 00 42 00 38 00 7D 00 5C 00 41 00 63 00 63 00 65 00 73 00 73 00 6F 00 72 00 69 00 65 00 73 00 5C 00 53 00 6E 00 69 00 70 00 70 00 69 00 6E 00 67 00 20 00 54 00 6F 00 6F 00 6C 00 2E 00 6C 00 6E 00 6B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 09 00 00 00 00 00 00 00 09 00 00 00 7B 00 30 00 31 00 33 00 39 00 44 00 34 00 34 00 45 00 2D 00 36 00 41 00 46 00 45 00 2D 00 34 00 39 00 46 00 32 00 2D 00 38 00 36 00 39 00 30 00 2D 00 33 00 44 00 41 00 46 00 43 00 41 00 45 00 36 00 46 00 46 00 42 00 38 00 7D 00 5C 00 41 00 63 00 63 00 65 00 73 00 73 00 6F 00 72 00 69 00 65 00 73 00 5C 00 53 00 6E 00 69 00 70 00 70 00 69 00 6E 00 67 00 20 00 54 00 6F 00 6F 00 6C 00 2E 00 6C 00 6E 00 6B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ,REG_BINARY,10/02/2018 05:52:27,10/02/2018 05:42:55
HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{F4E57C4B-2036-45F0-A9AB-443BCFE33D9F}\Count,Modified Value,{9R3995NO-1S9P-4S13-O827-48O24O6P7174}\GnfxOne\Svyr Rkcybere.yax,00 00 00 00 08 00 00 00 00 00 00 00 08 00 00 00 00 00 80 BF 00 00 80 BF 00 00 80 BF 00 00 80 BF 00 00 80 BF 00 00 80 BF 00 00 80 BF 00 00 80 BF 00 00 80 BF 00 00 80 BF FF FF FF FF 10 E1 9B 54 33 A2 D3 01 00 00 00 00 ,REG_BINARY,00 00 00 00 06 00 00 00 00 00 00 00 06 00 00 00 00 00 80 BF 00 00 80 BF 00 00 80 BF 00 00 80 BF 00 00 80 BF 00 00 80 BF 00 00 80 BF 00 00 80 BF 00 00 80 BF 00 00 80 BF FF FF FF FF A0 82 C0 FF 31 A2 D3 01 00 00 00 00 ,REG_BINARY,10/02/2018 05:52:27,10/02/2018 05:42:55
HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\Explorer\Wallpapers,Modified Value,BackgroundHistoryPath0,c:\windows\web\wallpaper\windows\img0.jpg,REG_SZ,C:\Windows\web\wallpaper\Windows\img0.jpg,REG_SZ,10/02/2018 05:51:00,10/02/2018 05:15:03
HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\Explorer\Wallpapers,Removed Value,BackgroundHistoryPath1,c:\windows\web\wallpaper\theme1\img1.jpg,REG_SZ,,,10/02/2018 05:51:00,10/02/2018 05:15:03
HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\Explorer\Wallpapers,Removed Value,BackgroundHistoryPath2,c:\windows\web\wallpaper\theme1\img13.jpg,REG_SZ,,,10/02/2018 05:51:00,10/02/2018 05:15:03
HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\Explorer\Wallpapers,Removed Value,BackgroundHistoryPath3,c:\windows\web\wallpaper\theme1\img2.jpg,REG_SZ,,,10/02/2018 05:51:00,10/02/2018 05:15:03
HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\Explorer\Wallpapers,Removed Value,BackgroundHistoryPath4,c:\windows\web\wallpaper\theme1\img3.jpg,REG_SZ,,,10/02/2018 05:51:00,10/02/2018 05:15:03
HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\Explorer\Wallpapers,Removed Value,SlideshowSourceDirectoriesSet,1,REG_DWORD,,,10/02/2018 05:51:00,10/02/2018 05:15:03
HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\Explorer\Wallpapers,Removed Value,SlideshowDirectoryPath1,2AAFA8BVlgkHDQ5eD3UsxkuR0yUjVDCAAAgGA4+u+PCAAABAf6KkpuDoA6El8mpEXDVQEAAAAAA,REG_SZ,,,10/02/2018 05:51:00,10/02/2018 05:15:03
HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\Notifications,Modified Value,TimestampWhenSeen,131627155182761414,REG_QWORD,131627128899413015,REG_QWORD,10/02/2018 05:51:58,10/02/2018 05:08:09
HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\Search\JumplistData,Removed Value,windows.immersivecontrolpanel_cw5n1h2txyewy!microsoft.windows.immersivecontrolpanel,131627155185112737,REG_QWORD,,,10/02/2018 05:51:58,10/02/2018 05:43:42
HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\Search\JumplistData,Added Value,308046B0AF4A39CB,131627150222881631,REG_QWORD,,,10/02/2018 05:51:58,10/02/2018 05:43:42
HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\Search\Microsoft.Windows.Cortana_cw5n1h2txyewy\AppsConstraintIndex,Modified Value,LatestConstraintIndexFolder,C:\Users\qub\AppData\Local\Packages\Microsoft.Windows.Cortana_cw5n1h2txyewy\LocalState\ConstraintIndex\Apps_{b05c68ef-3732-4c24-a00d-cfc9d515bef5},REG_SZ,C:\Users\qub\AppData\Local\Packages\Microsoft.Windows.Cortana_cw5n1h2txyewy\LocalState\ConstraintIndex\Apps_{43569442-bb84-4f16-b2df-64587a5a779e},REG_SZ,10/02/2018 05:23:29,10/02/2018 05:43:33
HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\Search\RecentApps\{97E92AF2-2EFF-4CAE-8F21-0CE48A611DE5},Added Key,,,,,,,10/02/2018 05:43:04
HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\Search\RecentApps\{97E92AF2-2EFF-4CAE-8F21-0CE48A611DE5},Added Value,LastAccessedTime,131627149844280000,REG_QWORD,,,,10/02/2018 05:43:04
HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\Search\RecentApps\{97E92AF2-2EFF-4CAE-8F21-0CE48A611DE5},Added Value,AppId,E:\Firefox Setup 58.0.2.exe,REG_SZ,,,,10/02/2018 05:43:04
HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\Search\RecentApps\{97E92AF2-2EFF-4CAE-8F21-0CE48A611DE5},Added Value,LaunchCount,1,REG_DWORD,,,,10/02/2018 05:43:04
HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\Search\RecentApps\{97E92AF2-2EFF-4CAE-8F21-0CE48A611DE5},Added Value,AppPath,,REG_SZ,,,,10/02/2018 05:43:04
HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\Search\RecentApps\{F2EB50E2-7AD0-46E0-81B9-B288F0872966},Modified Value,LastAccessedTime,131627155470410000,REG_QWORD,131627149751780000,REG_QWORD,10/02/2018 05:52:27,10/02/2018 05:42:55
HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\Search\RecentApps\{F2EB50E2-7AD0-46E0-81B9-B288F0872966},Modified Value,LaunchCount,8,REG_DWORD,6,REG_DWORD,10/02/2018 05:52:27,10/02/2018 05:42:55
HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\Security and Maintenance\Checks\{852FB1F8-5CC6-4567-9C0E-7C330F8807C2}.check.100,Modified Value,CheckSetting,23 00 41 00 43 00 42 00 6C 00 6F 00 62 00 00 00 00 00 00 00 00 00 00 00 01 00 00 00 00 00 00 00 00 00 00 00 ,REG_BINARY,23 00 41 00 43 00 42 00 6C 00 6F 00 62 00 00 00 00 00 00 00 00 00 00 00 01 00 00 00 68 09 00 00 DD 7E 1E DE ,REG_BINARY,10/02/2018 05:44:35,10/02/2018 05:25:21
HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\Security and Maintenance\Checks\{852FB1F8-5CC6-4567-9C0E-7C330F8807C2}.check.101,Modified Value,CheckSetting,23 00 41 00 43 00 42 00 6C 00 6F 00 62 00 00 00 00 00 00 00 00 00 00 00 01 00 00 00 00 00 00 00 00 00 00 00 ,REG_BINARY,23 00 41 00 43 00 42 00 6C 00 6F 00 62 00 00 00 00 00 00 00 00 00 00 00 01 00 00 00 68 09 00 00 DD 7E 1E DE ,REG_BINARY,10/02/2018 05:44:35,10/02/2018 05:25:21
HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\Security and Maintenance\Checks\{E8433B72-5842-4d43-8645-BC2C35960837}.check.102,Modified Value,CheckSetting,23 00 41 00 43 00 42 00 6C 00 6F 00 62 00 00 00 00 00 00 00 00 00 00 00 01 00 00 00 F0 DA 60 06 00 00 00 00 ,REG_BINARY,23 00 41 00 43 00 42 00 6C 00 6F 00 62 00 00 00 00 00 00 00 00 00 00 00 01 00 00 00 C0 71 BD 07 00 00 00 00 ,REG_BINARY,10/02/2018 05:46:27,10/02/2018 05:15:08
HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\Shell Extensions\Cached,Added Value,{E61BF828-5E63-4287-BEF1-60B1A4FDE0E3} {000214E4-0000-0000-C000-000000000046} 0xFFFF,01 00 00 00 00 00 00 00 10 66 5F 11 32 A2 D3 01 ,REG_BINARY,,,10/02/2018 05:37:28,10/02/2018 05:43:25
HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\Shell Extensions\Cached,Added Value,{E2BF9676-5F8F-435C-97EB-11607A5BEDF7} {000214E4-0000-0000-C000-000000000046} 0xFFFF,01 00 00 00 00 00 00 00 D2 C3 61 11 32 A2 D3 01 ,REG_BINARY,,,10/02/2018 05:37:28,10/02/2018 05:43:25
