Registry Key,Change Type,Value Name,Value Data,Value Type,Value Data Changed To,Value Type Changed To,Key Modified Time 1,Key Modified Time 2
HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\ContentDeliveryManager\Subscriptions\280813,Modified Value,ShortContentId,dd0bd2e9e06f49e3a28fe5c1c103981b,REG_SZ,96898a220c4a4beead6b7d4b0de63046,REG_SZ,10/02/2018 05:42:38,10/02/2018 05:42:37
HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\ContentDeliveryManager\Subscriptions\280813,Modified Value,LastUpdated,131627149584129003,REG_QWORD,131627149578191470,REG_QWORD,10/02/2018 05:42:38,10/02/2018 05:42:37
HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\ContentDeliveryManager\Subscriptions\280815,Added Value,ContentId,,REG_SZ,,,10/02/2018 05:01:25,10/02/2018 05:56:24
HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\ContentDeliveryManager\Subscriptions\280815,Added Value,ShortContentId,,REG_SZ,,,10/02/2018 05:01:25,10/02/2018 05:56:24
HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\ContentDeliveryManager\Subscriptions\280815,Added Value,Availability,0,REG_DWORD,,,10/02/2018 05:01:25,10/02/2018 05:56:24
HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\ContentDeliveryManager\Subscriptions\280815,Added Value,HasContent,0,REG_DWORD,,,10/02/2018 05:01:25,10/02/2018 05:56:24
HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\ContentDeliveryManager\Subscriptions\280815,Added Value,UpdateDrivenByExpiration,1,REG_DWORD,,,10/02/2018 05:01:25,10/02/2018 05:56:24
HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\ContentDeliveryManager\Subscriptions\314559,Modified Value,LastAccessed,131627154886672183,REG_QWORD,131627168271627413,REG_QWORD,10/02/2018 05:51:28,10/02/2018 06:13:47
HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\ContentDeliveryManager\Subscriptions\338388,Modified Value,LastAccessed,131627154886512508,REG_QWORD,131627168271470165,REG_QWORD,10/02/2018 05:51:28,10/02/2018 06:13:47
HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\Explorer,Modified Value,GlobalAssocChangedCounter,4,REG_DWORD,5,REG_DWORD,10/02/2018 05:51:27,10/02/2018 06:13:45
