Registry Key,Change Type,Value Name,Value Data,Value Type,Value Data Changed To,Value Type Changed To,Key Modified Time 1,Key Modified Time 2
HKEY_CURRENT_USER\Software\Microsoft\Speech_OneCore\CloudPolicy\OneSettings,Removed Value,ETag,978:E1E175E7DC165357,REG_SZ,,,10/02/2018 05:23:39,10/02/2018 05:52:22
HKEY_CURRENT_USER\Software\Microsoft\Speech_OneCore\CloudPolicy\OneSettings,Modified Value,RefreshAfter,131627724999378627,REG_QWORD,131628019420260763,REG_QWORD,10/02/2018 05:23:39,10/02/2018 05:52:22
HKEY_CURRENT_USER\Software\Microsoft\Speech_OneCore\Isolated\Jv5VmgyHm8yFXwmnilXNQtQZyzeQ60i58NJfotkHUME,Added Key,,,,,,,10/02/2018 05:50:55
HKEY_CURRENT_USER\Software\Microsoft\Speech_OneCore\Isolated\Jv5VmgyHm8yFXwmnilXNQtQZyzeQ60i58NJfotkHUME,Added Value,FileTimeHash,1B C4 DF B2 81 11 CA 78 85 47 B4 5D 1E F0 F5 F5 6B 9F A1 8B B0 A2 66 01 70 C5 12 52 6C 1E 0A 56 ,REG_BINARY,,,,10/02/2018 05:50:55
HKEY_CURRENT_USER\Software\Microsoft\Speech_OneCore\Isolated\Jv5VmgyHm8yFXwmnilXNQtQZyzeQ60i58NJfotkHUME\HKEY_LOCAL_MACHINE,Added Key,,,,,,,10/02/2018 05:50:55
HKEY_CURRENT_USER\Software\Microsoft\Speech_OneCore\Isolated\Jv5VmgyHm8yFXwmnilXNQtQZyzeQ60i58NJfotkHUME\HKEY_LOCAL_MACHINE\SOFTWARE,Added Key,,,,,,,10/02/2018 05:50:55
HKEY_CURRENT_USER\Software\Microsoft\Speech_OneCore\Isolated\Jv5VmgyHm8yFXwmnilXNQtQZyzeQ60i58NJfotkHUME\HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft,Added Key,,,,,,,10/02/2018 05:50:55
HKEY_CURRENT_USER\Software\Microsoft\Speech_OneCore\Isolated\Jv5VmgyHm8yFXwmnilXNQtQZyzeQ60i58NJfotkHUME\HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Speech_OneCore,Added Key,,,,,,,10/02/2018 05:50:55
HKEY_CURRENT_USER\Software\Microsoft\Speech_OneCore\Isolated\Jv5VmgyHm8yFXwmnilXNQtQZyzeQ60i58NJfotkHUME\HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Speech_OneCore\AppLexicons,Added Key,,,,,,,10/02/2018 05:50:55
HKEY_CURRENT_USER\Software\Microsoft\Speech_OneCore\Isolated\Jv5VmgyHm8yFXwmnilXNQtQZyzeQ60i58NJfotkHUME\HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Speech_OneCore\AppLexicons\Tokens,Added Key,,,,,,,10/02/2018 05:50:55
HKEY_CURRENT_USER\Software\Microsoft\Speech_OneCore\Isolated\Jv5VmgyHm8yFXwmnilXNQtQZyzeQ60i58NJfotkHUME\HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Speech_OneCore\AudioInput,Added Key,,,,,,,10/02/2018 05:50:55
HKEY_CURRENT_USER\Software\Microsoft\Speech_OneCore\Isolated\Jv5VmgyHm8yFXwmnilXNQtQZyzeQ60i58NJfotkHUME\HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Speech_OneCore\AudioInput,Added Value,DefaultDefaultTokenId,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Speech_OneCore\AudioInput\TokenEnums\MMAudioIn\,REG_SZ,,,,10/02/2018 05:50:55
HKEY_CURRENT_USER\Software\Microsoft\Speech_OneCore\Isolated\Jv5VmgyHm8yFXwmnilXNQtQZyzeQ60i58NJfotkHUME\HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Speech_OneCore\AudioInput\TokenEnums,Added Key,,,,,,,10/02/2018 05:50:55
HKEY_CURRENT_USER\Software\Microsoft\Speech_OneCore\Isolated\Jv5VmgyHm8yFXwmnilXNQtQZyzeQ60i58NJfotkHUME\HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Speech_OneCore\AudioInput\TokenEnums\MMAudioIn,Added Key,,,,,,,10/02/2018 05:50:55
HKEY_CURRENT_USER\Software\Microsoft\Speech_OneCore\Isolated\Jv5VmgyHm8yFXwmnilXNQtQZyzeQ60i58NJfotkHUME\HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Speech_OneCore\AudioInput\TokenEnums\MMAudioIn,Added Value,CLSID,{14E74C62-DC97-43B0-8F2F-581496A65D60},REG_SZ,,,,10/02/2018 05:50:55
HKEY_CURRENT_USER\Software\Microsoft\Speech_OneCore\Isolated\Jv5VmgyHm8yFXwmnilXNQtQZyzeQ60i58NJfotkHUME\HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Speech_OneCore\AudioOutput,Added Key,,,,,,,10/02/2018 05:50:55
HKEY_CURRENT_USER\Software\Microsoft\Speech_OneCore\Isolated\Jv5VmgyHm8yFXwmnilXNQtQZyzeQ60i58NJfotkHUME\HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Speech_OneCore\AudioOutput,Added Value,DefaultDefaultTokenId,HKEY_LOCAL_MACHINE/SOFTWARE\Microsoft\Speech_OneCore\AudioOutput\TokenEnums\MMAudioOut\,REG_SZ,,,,10/02/2018 05:50:55
HKEY_CURRENT_USER\Software\Microsoft\Speech_OneCore\Isolated\Jv5VmgyHm8yFXwmnilXNQtQZyzeQ60i58NJfotkHUME\HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Speech_OneCore\AudioOutput\TokenEnums,Added Key,,,,,,,10/02/2018 05:50:55
HKEY_CURRENT_USER\Software\Microsoft\Speech_OneCore\Isolated\Jv5VmgyHm8yFXwmnilXNQtQZyzeQ60i58NJfotkHUME\HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Speech_OneCore\AudioOutput\TokenEnums\MMAudioOut,Added Key,,,,,,,10/02/2018 05:50:55
HKEY_CURRENT_USER\Software\Microsoft\Speech_OneCore\Isolated\Jv5VmgyHm8yFXwmnilXNQtQZyzeQ60i58NJfotkHUME\HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Speech_OneCore\AudioOutput\TokenEnums\MMAudioOut,Added Value,CLSID,{14E74C62-DC97-43B0-8F2F-581496A65D60},REG_SZ,,,,10/02/2018 05:50:55
HKEY_CURRENT_USER\Software\Microsoft\Speech_OneCore\Isolated\Jv5VmgyHm8yFXwmnilXNQtQZyzeQ60i58NJfotkHUME\HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Speech_OneCore\PhoneConverters,Added Key,,,,,,,10/02/2018 05:50:55
HKEY_CURRENT_USER\Software\Microsoft\Speech_OneCore\Isolated\Jv5VmgyHm8yFXwmnilXNQtQZyzeQ60i58NJfotkHUME\HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Speech_OneCore\PhoneConverters\Tokens,Added Key,,,,,,,10/02/2018 05:50:55
HKEY_CURRENT_USER\Software\Microsoft\Speech_OneCore\Isolated\Jv5VmgyHm8yFXwmnilXNQtQZyzeQ60i58NJfotkHUME\HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Speech_OneCore\PhoneConverters\Tokens\Chinese,Added Key,,,,,,,10/02/2018 05:50:55
HKEY_CURRENT_USER\Software\Microsoft\Speech_OneCore\Isolated\Jv5VmgyHm8yFXwmnilXNQtQZyzeQ60i58NJfotkHUME\HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Speech_OneCore\PhoneConverters\Tokens\Chinese,Added Value,CLSID,{C6FABB24-E332-46FB-BC91-FF331B2D51F0},REG_SZ,,,,10/02/2018 05:50:55
HKEY_CURRENT_USER\Software\Microsoft\Speech_OneCore\Isolated\Jv5VmgyHm8yFXwmnilXNQtQZyzeQ60i58NJfotkHUME\HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Speech_OneCore\PhoneConverters\Tokens\Chinese,Added Value,,Traditional Chinese Phone Converter,REG_SZ,,,,10/02/2018 05:50:55
HKEY_CURRENT_USER\Software\Microsoft\Speech_OneCore\Isolated\Jv5VmgyHm8yFXwmnilXNQtQZyzeQ60i58NJfotkHUME\HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Speech_OneCore\PhoneConverters\Tokens\Chinese,Added Value,PhoneMap,"- 0001 ! 0002 & 0003 , 0004 . 0005 ? 0006 _ 0007 + 0008 * 0009 1 000A 2 000B 3 000C 4 000D 5 000E a 000F ai 0010 an 0011 ang 0012 ao 0013 ba 0014 bai 0015 ban 0016 bang 0017 bao 0018 bei 0019 ben 001A beng 001B bi 001C bian 001D biao 001E bie 001F bin 0020 bing 0021 bo 0022 bu 0023 ca 0024 cai 0025 can 0026 cang 0027 cao 0028 ce 0029 cen 002A ceng 002B cha 002C chai 002D chan 002E chang 002F chao 0030 che 0031 chen 0032 cheng 0033 chi 0034 chong 0035 chou 0036 chu 0037 chuai 0038 chuan 0039 chuang 003A chui 003B chun 003C chuo 003D ci 003E cong 003F cou 0040 cu 0041 cuan 0042 cui 0043 cun 0044 cuo 0045 da 0046 dai 0047 dan 0048 dang 0049 dao 004A de 004B dei 004C den 004D deng 004E di 004F dia 0050 dian 0051 diao 0052 die 0053 ding 0054 diu 0055 dong 0056 dou 0057 du 0058 duan 0059 dui 005A dun 005B duo 005C e 005D ei 005E en 005F er 0060 fa 0061 fan 0062 fang 0063 fei 0064 fen 0065 feng 0066 fo 0067 fou 0068 fu 0069 ga 006A gai 006B gan 006C gang 006D gao 006E ge 006F gei 0070 gen 0071 geng 0072 gong 0073 gou 0074 gu 0075 gua 0076 guai 0077 guan 0078 guang 0079 gui 007A gun 007B guo 007C ha 007D hai 007E han 007F hang 0080 hao 0081 he 0082 hei 0083 hen 0084 heng 0085 hong 0086 hou 0087 hu 0088 hua 0089 huai 008A huan 008B huang 008C hui 008D hun 008E huo 008F ji 0090 jia 0091 jian 0092 jiang 0093 jiao 0094 jie 0095 jin 0096 jing 0097 jiong 0098 jiu 0099 ju 009A juan 009B jue 009C jun 009D ka 009E kai 009F kan 00A0 kang 00A1 kao 00A2 ke 00A3 kei 00A4 ken 00A5 keng 00A6 kong 00A7 kou 00A8 ku 00A9 kua 00AA kuai 00AB kuan 00AC kuang 00AD kui 00AE kun 00AF kuo 00B0 la 00B1 lai 00B2 lan 00B3 lang 00B4 lao 00B5 le 00B6 lei 00B7 leng 00B8 li 00B9 lia 00BA lian 00BB liang 00BC liao 00BD lie 00BE lin 00BF ling 00C0 liu 00C1 lo 00C2 long 00C3 lou 00C4 lu 00C5 luan 00C6 lue 00C7 lun 00C8 luo 00C9 lv 00CA ma 00CB mai 00CC man 00CD mang 00CE mao 00CF me 00D0 mei 00D1 men 00D2 meng 00D3 mi 00D4 mian 00D5 miao 00D6 mie 00D7 min 00D8 ming 00D9 miu 00DA mo 00DB mou 00DC mu 00DD na 00DE nai 00DF nan 00E0 nang 00E1 nao 00E2 ne 00E3 nei 00E4 nen 00E5 neng 00E6 ni 00E7 nian 00E8 niang 00E9 niao 00EA nie 00EB nin 00EC ning 00ED niu 00EE nong 00EF nou 00F0 nu 00F1 nuan 00F2 nue 00F3 nuo 00F4 nv 00F5 o 00F6 ou 00F7 pa 00F8 pai 00F9 pan 00FA pang 00FB pao 00FC pei 00FD pen 00FE peng 00FF pi 0100 pian 0101 piao 0102 pie 0103 pin 0104 ping 0105 po 0106 pou 0107 pu 0108 qi 0109 qia 010A qian 010B qiang 010C qiao 010D qie 010E qin 010F qing 0110 qiong 0111 qiu 0112 qu 0113 quan 0114 que 0115 qun 0116 ran 0117 rang 0118 rao 0119 re 011A ren 011B reng 011C ri 011D rong 011E rou 011F ru 0120 ruan 0121 rui 0122 run 0123 ruo 0124 sa 0125 sai 0126 san 0127 sang 0128 sao 0129 se 012A sen 012B seng 012C sha 012D shai 012E shan 012F shang 0130 shao 0131 she 0132 shei 0133 shen 0134 sheng 0135 shi 0136 shou 0137 shu 0138 shua 0139 shuai 013A shuan 013B shuang 013C shui 013D shun 013E shuo 013F si 0140 song 0141 sou 0142 su 0143 suan 0144 sui 0145 sun 0146 suo 0147 ta 0148 tai 0149 tan 014A tang 014B tao 014C te 014D tei 014E teng 014F ti 0150 tian 0151 tiao 0152 tie 0153 ting 0154 tong 0155 tou 0156 tu 0157 tuan 0158 tui 0159 tun 015A tuo 015B wa 015C wai 015D wan 015E wang 015F wei 0160 wen 0161 weng 0162 wo 0163 wu 0164 xi 0165 xia 0166 xian 0167 xiang 0168 xiao 0169 xie 016A xin 016B xing 016C xiong 016D xiu 016E xu 016F xuan 0170 xue 0171 xun 0172 ya 0173 yan 0174 yang 0175 yao 0176 ye 0177 yi 0178 yin 0179 ying 017A yo 017B yong 017C you 017D yu 017E yuan 017F yue 0180 yun 0181 za 0182 zai 0183 zan 0184 zang 0185 zao 0186 ze 0187 zei 0188 zen 0189 zeng 018A zha 018B zhai 018C zhan 018D zhang 018E zhao 018F zhe 0190 zhei 0191 zhen 0192 zheng 0193 zhi 0194 zhong 0195 zhou 0196 zhu 0197 zhua 0198 zhuai 0199 zhuan 019A zhuang 019B zhui 019C zhun 019D zhuo 019E zi 019F zong 01A0 zou 01A1 zu 01A2 zuan 01A3 zui 01A4 zun 01A5 zuo 01A6",REG_SZ,,,,10/02/2018 05:50:55
HKEY_CURRENT_USER\Software\Microsoft\Speech_OneCore\Isolated\Jv5VmgyHm8yFXwmnilXNQtQZyzeQ60i58NJfotkHUME\HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Speech_OneCore\PhoneConverters\Tokens\Chinese\Attributes,Added Key,,,,,,,10/02/2018 05:50:55
HKEY_CURRENT_USER\Software\Microsoft\Speech_OneCore\Isolated\Jv5VmgyHm8yFXwmnilXNQtQZyzeQ60i58NJfotkHUME\HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Speech_OneCore\PhoneConverters\Tokens\Chinese\Attributes,Added Value,Language,804,REG_SZ,,,,10/02/2018 05:50:55
HKEY_CURRENT_USER\Software\Microsoft\Speech_OneCore\Isolated\Jv5VmgyHm8yFXwmnilXNQtQZyzeQ60i58NJfotkHUME\HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Speech_OneCore\PhoneConverters\Tokens\English,Added Key,,,,,,,10/02/2018 05:50:55
HKEY_CURRENT_USER\Software\Microsoft\Speech_OneCore\Isolated\Jv5VmgyHm8yFXwmnilXNQtQZyzeQ60i58NJfotkHUME\HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Speech_OneCore\PhoneConverters\Tokens\English,Added Value,,English Phone Converter,REG_SZ,,,,10/02/2018 05:50:55
HKEY_CURRENT_USER\Software\Microsoft\Speech_OneCore\Isolated\Jv5VmgyHm8yFXwmnilXNQtQZyzeQ60i58NJfotkHUME\HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Speech_OneCore\PhoneConverters\Tokens\English,Added Value,PhoneMap,"- 0001 ! 0002 & 0003 , 0004 . 0005 ? 0006 _ 0007 1 0008 2 0009 aa 000a ae 000b ah 000c ao 000d aw 000e ax 000f ay 0010 b 0011 ch 0012 d 0013 dh 0014 eh 0015 er 0016 ey 0017 f 0018 g 0019 h 001a ih 001b iy 001c jh 001d k 001e l 001f m 0020 n 0021 ng 0022 ow 0023 oy 0024 p 0025 r 0026 s 0027 sh 0028 t 0029 th 002a uh 002b uw 002c v 002d w 002e y 002f z 0030 zh 0031",REG_SZ,,,,10/02/2018 05:50:55
HKEY_CURRENT_USER\Software\Microsoft\Speech_OneCore\Isolated\Jv5VmgyHm8yFXwmnilXNQtQZyzeQ60i58NJfotkHUME\HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Speech_OneCore\PhoneConverters\Tokens\English,Added Value,CLSID,{C6FABB24-E332-46FB-BC91-FF331B2D51F0},REG_SZ,,,,10/02/2018 05:50:55
HKEY_CURRENT_USER\Software\Microsoft\Speech_OneCore\Isolated\Jv5VmgyHm8yFXwmnilXNQtQZyzeQ60i58NJfotkHUME\HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Speech_OneCore\PhoneConverters\Tokens\English\Attributes,Added Key,,,,,,,10/02/2018 05:50:55
HKEY_CURRENT_USER\Software\Microsoft\Speech_OneCore\Isolated\Jv5VmgyHm8yFXwmnilXNQtQZyzeQ60i58NJfotkHUME\HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Speech_OneCore\PhoneConverters\Tokens\English\Attributes,Added Value,Language,409,REG_SZ,,,,10/02/2018 05:50:55
HKEY_CURRENT_USER\Software\Microsoft\Speech_OneCore\Isolated\Jv5VmgyHm8yFXwmnilXNQtQZyzeQ60i58NJfotkHUME\HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Speech_OneCore\PhoneConverters\Tokens\French,Added Key,,,,,,,10/02/2018 05:50:55
HKEY_CURRENT_USER\Software\Microsoft\Speech_OneCore\Isolated\Jv5VmgyHm8yFXwmnilXNQtQZyzeQ60i58NJfotkHUME\HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Speech_OneCore\PhoneConverters\Tokens\French,Added Value,,French Phone Converter,REG_SZ,,,,10/02/2018 05:50:55
HKEY_CURRENT_USER\Software\Microsoft\Speech_OneCore\Isolated\Jv5VmgyHm8yFXwmnilXNQtQZyzeQ60i58NJfotkHUME\HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Speech_OneCore\PhoneConverters\Tokens\French,Added Value,CLSID,{C6FABB24-E332-46FB-BC91-FF331B2D51F0},REG_SZ,,,,10/02/2018 05:50:55
HKEY_CURRENT_USER\Software\Microsoft\Speech_OneCore\Isolated\Jv5VmgyHm8yFXwmnilXNQtQZyzeQ60i58NJfotkHUME\HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Speech_OneCore\PhoneConverters\Tokens\French,Added Value,PhoneMap,"- 0001 ! 0002 & 0003 , 0004 . 0005 ? 0006 _ 0007 1 0008 ~ 0009 aa 000a a 000b oh 000c ax 000d b 000e d 000f eh 0010 ey 0011 f 0012 g 0013 hy 0014 uy 0015 iy 0016 k 0017 l 0018 m 0019 n 001a ng 001b nj 001c oe 001d eu 001e ow 001f p 0020 r 0021 s 0022 sh 0023 t 0024 uw 0025 v 0026 w 0027 y 0028 z 0029 zh 002a",REG_SZ,,,,10/02/2018 05:50:55
HKEY_CURRENT_USER\Software\Microsoft\Speech_OneCore\Isolated\Jv5VmgyHm8yFXwmnilXNQtQZyzeQ60i58NJfotkHUME\HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Speech_OneCore\PhoneConverters\Tokens\French\Attributes,Added Key,,,,,,,10/02/2018 05:50:55
HKEY_CURRENT_USER\Software\Microsoft\Speech_OneCore\Isolated\Jv5VmgyHm8yFXwmnilXNQtQZyzeQ60i58NJfotkHUME\HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Speech_OneCore\PhoneConverters\Tokens\French\Attributes,Added Value,Language,40C,REG_SZ,,,,10/02/2018 05:50:55
HKEY_CURRENT_USER\Software\Microsoft\Speech_OneCore\Isolated\Jv5VmgyHm8yFXwmnilXNQtQZyzeQ60i58NJfotkHUME\HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Speech_OneCore\PhoneConverters\Tokens\German,Added Key,,,,,,,10/02/2018 05:50:55
HKEY_CURRENT_USER\Software\Microsoft\Speech_OneCore\Isolated\Jv5VmgyHm8yFXwmnilXNQtQZyzeQ60i58NJfotkHUME\HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Speech_OneCore\PhoneConverters\Tokens\German,Added Value,,German Phone Converter,REG_SZ,,,,10/02/2018 05:50:55
HKEY_CURRENT_USER\Software\Microsoft\Speech_OneCore\Isolated\Jv5VmgyHm8yFXwmnilXNQtQZyzeQ60i58NJfotkHUME\HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Speech_OneCore\PhoneConverters\Tokens\German,Added Value,CLSID,{C6FABB24-E332-46FB-BC91-FF331B2D51F0},REG_SZ,,,,10/02/2018 05:50:55
HKEY_CURRENT_USER\Software\Microsoft\Speech_OneCore\Isolated\Jv5VmgyHm8yFXwmnilXNQtQZyzeQ60i58NJfotkHUME\HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Speech_OneCore\PhoneConverters\Tokens\German,Added Value,PhoneMap,"- 0001 ! 0002 & 0003 , 0004 . 0005 ? 0006 _ 0007 ^ 0008 1 0009 2 000a ~ 000b : 000c a 000d aw 000e ax 000f ay 0010  b 0011 d 0012 ch 0013 eh 0014 eu 0015 ey 0016 f 0017 g 0018 h 0019 ih 001a iy 001b jh 001c k 001d l 001e m 001f n 0020 ng 0021 oe 0022 oh 0023 ow 0024 oy 0025 p 0026 pf 0027 r 0028 s 0029 sh 002a t 002b ts 002c ue 002d uh 002e uw 002f uy 0030  v 0031 x 0032 y 0033 z 0034 zh 0035",REG_SZ,,,,10/02/2018 05:50:55
HKEY_CURRENT_USER\Software\Microsoft\Speech_OneCore\Isolated\Jv5VmgyHm8yFXwmnilXNQtQZyzeQ60i58NJfotkHUME\HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Speech_OneCore\PhoneConverters\Tokens\German\Attributes,Added Key,,,,,,,10/02/2018 05:50:55
HKEY_CURRENT_USER\Software\Microsoft\Speech_OneCore\Isolated\Jv5VmgyHm8yFXwmnilXNQtQZyzeQ60i58NJfotkHUME\HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Speech_OneCore\PhoneConverters\Tokens\German\Attributes,Added Value,Language,407,REG_SZ,,,,10/02/2018 05:50:55
HKEY_CURRENT_USER\Software\Microsoft\Speech_OneCore\Isolated\Jv5VmgyHm8yFXwmnilXNQtQZyzeQ60i58NJfotkHUME\HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Speech_OneCore\PhoneConverters\Tokens\Japanese,Added Key,,,,,,,10/02/2018 05:50:55
HKEY_CURRENT_USER\Software\Microsoft\Speech_OneCore\Isolated\Jv5VmgyHm8yFXwmnilXNQtQZyzeQ60i58NJfotkHUME\HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Speech_OneCore\PhoneConverters\Tokens\Japanese,Added Value,,Japanese Phone Converter,REG_SZ,,,,10/02/2018 05:50:55
HKEY_CURRENT_USER\Software\Microsoft\Speech_OneCore\Isolated\Jv5VmgyHm8yFXwmnilXNQtQZyzeQ60i58NJfotkHUME\HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Speech_OneCore\PhoneConverters\Tokens\Japanese,Added Value,CLSID,{C6FABB24-E332-46FB-BC91-FF331B2D51F0},REG_SZ,,,,10/02/2018 05:50:55
HKEY_CURRENT_USER\Software\Microsoft\Speech_OneCore\Isolated\Jv5VmgyHm8yFXwmnilXNQtQZyzeQ60i58NJfotkHUME\HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Speech_OneCore\PhoneConverters\Tokens\Japanese,Added Value,PhoneMap,309C 309C 30A1 30A1 30A2 30A2 30A3 30A3 30A4 30A4 30A5 30A5 30A6 30A6 30A7 30A7 30A8 30A8 30A9 30A9 30AA 30AA 30AB 30AB 30AC 30AC 30AD 30AD 30AE 30AE 30AF 30AF 30B0 30B0 30B1 30B1 30B2 30B2 30B3 30B3 30B4 30B4 30B5 30B5 30B6 30B6 30B7 30B7 30B8 30B8 30B9 30B9 30BA 30BA 30BB 30BB 30BC 30BC 30BD 30BD 30BE 30BE 30BF 30BF 30C0 30C0 30C1 30C1 30C2 30C2 30C3 30C3 30C4 30C4 30C5 30C5 30C6 30C6 30C7 30C7 30C8 30C8 30C9 30C9 30CA 30CA 30CB 30CB 30CC 30CC 30CD 30CD 30CE 30CE 30CF 30CF 30D0 30D0 30D1 30D1 30D2 30D2 30D3 30D3 30D4 30D4 30D5 30D5 30D6 30D6 30D7 30D7 30D8 30D8 30D9 30D9 30DA 30DA 30DB 30DB 30DC 30DC 30DD 30DD 30DE 30DE 30DF 30DF 30E0 30E0 30E1 30E1 30E2 30E2 30E3 30E3 30E4 30E4 30E5 30E5 30E6 30E6 30E7 30E7 30E8 30E8 30E9 30E9 30EA 30EA 30EB 30EB 30EC 30EC 30ED 30ED 30EE 30EE 30EF 30EF 30F0 30F0 30F1 30F1 30F2 30F2 30F3 30F3 30F4 30F4 30F5 30F5 30F6 30F6 30F7 30F7 30F8 30F8 30F9 30F9 30FA 30FA 30FB 30FB 30FC 30FC 30FD 30FD 30FE 30FE 0021 0021 0027 0027 002B 002B 002E 002E 003F 003F 005F 005F 007C 007C,REG_SZ,,,,10/02/2018 05:50:55
HKEY_CURRENT_USER\Software\Microsoft\Speech_OneCore\Isolated\Jv5VmgyHm8yFXwmnilXNQtQZyzeQ60i58NJfotkHUME\HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Speech_OneCore\PhoneConverters\Tokens\Japanese\Attributes,Added Key,,,,,,,10/02/2018 05:50:55
HKEY_CURRENT_USER\Software\Microsoft\Speech_OneCore\Isolated\Jv5VmgyHm8yFXwmnilXNQtQZyzeQ60i58NJfotkHUME\HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Speech_OneCore\PhoneConverters\Tokens\Japanese\Attributes,Added Value,Language,411,REG_SZ,,,,10/02/2018 05:50:55
HKEY_CURRENT_USER\Software\Microsoft\Speech_OneCore\Isolated\Jv5VmgyHm8yFXwmnilXNQtQZyzeQ60i58NJfotkHUME\HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Speech_OneCore\PhoneConverters\Tokens\Japanese\Attributes,Added Value,NoDelimiter,ੈ䘰ꈱǓ쑤浇ꈳǓ,REG_SZ,,,,10/02/2018 05:50:55
HKEY_CURRENT_USER\Software\Microsoft\Speech_OneCore\Isolated\Jv5VmgyHm8yFXwmnilXNQtQZyzeQ60i58NJfotkHUME\HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Speech_OneCore\PhoneConverters\Tokens\Japanese\Attributes,Added Value,NumericPhones,ੈ䘰ꈱǓ쑤浇ꈳǓ,REG_SZ,,,,10/02/2018 05:50:55
HKEY_CURRENT_USER\Software\Microsoft\Speech_OneCore\Isolated\Jv5VmgyHm8yFXwmnilXNQtQZyzeQ60i58NJfotkHUME\HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Speech_OneCore\PhoneConverters\Tokens\Spanish,Added Key,,,,,,,10/02/2018 05:50:55
HKEY_CURRENT_USER\Software\Microsoft\Speech_OneCore\Isolated\Jv5VmgyHm8yFXwmnilXNQtQZyzeQ60i58NJfotkHUME\HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Speech_OneCore\PhoneConverters\Tokens\Spanish,Added Value,,Spanish Phone Converter,REG_SZ,,,,10/02/2018 05:50:55
HKEY_CURRENT_USER\Software\Microsoft\Speech_OneCore\Isolated\Jv5VmgyHm8yFXwmnilXNQtQZyzeQ60i58NJfotkHUME\HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Speech_OneCore\PhoneConverters\Tokens\Spanish,Added Value,CLSID,{C6FABB24-E332-46FB-BC91-FF331B2D51F0},REG_SZ,,,,10/02/2018 05:50:55
HKEY_CURRENT_USER\Software\Microsoft\Speech_OneCore\Isolated\Jv5VmgyHm8yFXwmnilXNQtQZyzeQ60i58NJfotkHUME\HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Speech_OneCore\PhoneConverters\Tokens\Spanish,Added Value,PhoneMap,"- 0001 ! 0002 & 0003 , 0004 . 0005 ? 0006 _ 0007 1 0008 2 0009 a 000a e 000b i 000c o 000d u 000e t 000f d 0010 p 0011 b 0012 k 0013 g 0014 ch 0015 jj 0016 f 0017 s 0018 x 0019 m 001a n 001b nj 001c l 001d ll 001e r 001f rr 0020 j 0021 w 0022 th 0023",REG_SZ,,,,10/02/2018 05:50:55
