"141","HKEY_LOCAL_MACHINE\\Software\\Classes\\FirefoxURL-308046B0AF4A39CB\\DefaultIcon","2","","",\N,"",\N,"0000-00-00 00:00:00","2018-02-10 05:43:24"
"142","HKEY_LOCAL_MACHINE\\Software\\Classes\\FirefoxURL-308046B0AF4A39CB\\DefaultIcon",\N,"","C:\\Program Files\\Mozilla Firefox\\firefox.exe,1","2","",\N,"0000-00-00 00:00:00","2018-02-10 05:43:24"
"143","HKEY_LOCAL_MACHINE\\Software\\Classes\\FirefoxURL-308046B0AF4A39CB\\shell","2","","",\N,"",\N,"0000-00-00 00:00:00","2018-02-10 05:43:24"
"144","HKEY_LOCAL_MACHINE\\Software\\Classes\\FirefoxURL-308046B0AF4A39CB\\shell",\N,"","open","2","",\N,"0000-00-00 00:00:00","2018-02-10 05:43:24"
"145","HKEY_LOCAL_MACHINE\\Software\\Classes\\FirefoxURL-308046B0AF4A39CB\\shell\\open","2","","",\N,"",\N,"0000-00-00 00:00:00","2018-02-10 05:43:24"
"146","HKEY_LOCAL_MACHINE\\Software\\Classes\\FirefoxURL-308046B0AF4A39CB\\shell\\open\\command","2","","",\N,"",\N,"0000-00-00 00:00:00","2018-02-10 05:43:24"
"147","HKEY_LOCAL_MACHINE\\Software\\Classes\\FirefoxURL-308046B0AF4A39CB\\shell\\open\\command",\N,"","\"C:\\Program Files\\Mozilla Firefox\\firefox.exe\" -osint -url \"%1\"","2","",\N,"0000-00-00 00:00:00","2018-02-10 05:43:24"
"148","HKEY_LOCAL_MACHINE\\Software\\Classes\\FirefoxURL-308046B0AF4A39CB\\shell\\open\\ddeexec","2","","",\N,"",\N,"0000-00-00 00:00:00","2018-02-10 05:43:24"
"149","HKEY_LOCAL_MACHINE\\Software\\Classes\\FirefoxURL-308046B0AF4A39CB\\shell\\open\\ddeexec",\N,"","","2","",\N,"0000-00-00 00:00:00","2018-02-10 05:43:24"
"188","HKEY_LOCAL_MACHINE\\Software\\Clients\\StartMenuInternet\\Firefox-308046B0AF4A39CB","2","","",\N,"",\N,"0000-00-00 00:00:00","2018-02-10 05:43:24"
"189","HKEY_LOCAL_MACHINE\\Software\\Clients\\StartMenuInternet\\Firefox-308046B0AF4A39CB",\N,"","Mozilla Firefox","2","",\N,"0000-00-00 00:00:00","2018-02-10 05:43:24"
"190","HKEY_LOCAL_MACHINE\\Software\\Clients\\StartMenuInternet\\Firefox-308046B0AF4A39CB\\Capabilities","2","","",\N,"",\N,"0000-00-00 00:00:00","2018-02-10 05:43:24"
"191","HKEY_LOCAL_MACHINE\\Software\\Clients\\StartMenuInternet\\Firefox-308046B0AF4A39CB\\Capabilities",\N,"ApplicationDescription","Firefox delivers safe, easy web browsing. A familiar user interface, enhanced security features including protection from online identity theft, and integrated search let you get the most out of the web.","2","",\N,"0000-00-00 00:00:00","2018-02-10 05:43:24"
